"boris-mojaev.narod.ru","шел домой через все село, как с победой - ружье"," за"," спиной, котелок в руках: перед ним вприпрыжку"
"boris-mojaev.narod.ru","по акту согласно данного документа.  ¶ - Сдать"," за"," день! - удивился Фомич. - Здесь более трехсот"
"boris-mojaev.narod.ru","- вожак!"" - ""Правильно! - сказал бухгалтер. - Я"," за"," то, чтобы надбавить председателю еще одну тыщу"
"boris-mojaev.narod.ru",", - сказал Иван Павлович. - Недавний.  ¶ - Поп - и"," за"," бревнами приехал... Этого я чегой-то не"
"boris-mojaev.narod.ru","отказался принять его, послал к Тимошкину.  ¶ - Не"," за"," помощью к вам пришел, - хмуро сказал Фомич. -"
"boris-mojaev.narod.ru","бывает разная, - отвечает ей с печки поп. - И"," за"," пять рублей, и за рупь, и за пятнадцать копеек."
"auto.vesti.ru","сразу с поправочкой закон внести- возмещение"," за"," запрет передвижения на старом тс. А то если всю"
"rmass.ru","в необходимости формирования организации - ""","За"," здоровую и образованную Россию"", что отвечало"
"life2drive.ru","изложении, а не ввиде всего тазика :-)  ¶ ≡","За"," любым вашим выбором в настоящий момент времени"
"planetaskazok.ru","и недостатки, - и люди говорили: - Что"," за"," голова у этого мальчугана! А причиной всему"
"kozmyash.59311s023.edusite.ru",", Геннадий Астанин, Владимир Павлов, - боролся"," за"," рекордную проходку горных пород. Сейчас здесь"
"ace-travel.ru","Рашен, - говорю, лучше. -Уно моменто! - отходит"," за"," напарником. - Добрый день!  (...) Полицай сияет от"
"seo-live.com","- Количество посетителей - сайта или - страницы"," за"," единицу времени (день, месяц и т.д.).  ¶"
"shakespeare.ouc.ru","- наша кухарка Нэн.  (...) Нет, собака - собака. Нет - я"," за"," собаку. Ах вот что: собака - это я. Нет - я сам за"
"shakespeare.ouc.ru","разбойник Я также Из Мантуи был изгнан, - но"," за"," то, Что проучил кинжалом дворянина. Первый"
"your-ideal.com",", топ-модель нужна: чтобы и богатая - сама"," за"," себя платила, и красивая, и молодая.  ¶ Это Вы"
"online812.ru",".  ¶ - Но ведь заявленные лозунги акции - ""","За"," честные выборы"" и ""Ни одного голоса Путину""."
